1 1 0.0001339231 0.8538836 -0.0008928165 0.0001999626 0.006140943 1 0.004421963 0.8608611 -0.0827451 0.0001456013 0.0002822751 1 0.0001055014 0.8795828 -0.0719104 0.0005240287 0.0004100297 1 0.001768058 0.8379444 -0.1016174 0.009161318 0.004707002 
2 1 -4.934009e-05 0.8135303 -0.07092743 0.0001999632 0.006707857 1 2.364686e-05 0.8128227 -0.09774781 0.0001479013 0.0002799697 1 0.0001055014 0.8108129 -0.09887733 0.0005693006 0.0004129289 1 0.001939043 0.6459164 -0.2088807 0.008680476 0.003665655 
3 1 -3.183231e-06 0.8180795 -0.04540611 0.0001999633 0.006464617 1 0.0001455192 0.8231834 -0.09596899 0.0001471076 0.0002810635 1 3.637979e-05 0.8374036 -0.08787419 0.0005471463 0.0004115274 1 0.000516593 0.8615916 -0.07064172 0.008955339 0.004735939 
4 1 0.0006373284 0.8461284 -0.132912 0.0001999622 0.007735634 1 2.364686e-05 0.8394781 -0.07493012 0.0001465134 0.0002808058 1 9.276846e-05 0.8212838 -0.08521738 0.0005598487 0.0004118569 1 0.0007930794 0.7451542 -0.1376014 0.008712231 0.00410141 
5 1 0.000191676 0.8413416 -0.1084471 0.0001999625 0.007393019 1 0.0001564331 0.8420172 -0.1122588 0.0001464662 0.0002812143 1 0.001222361 0.8438633 -0.1111985 0.000546152 0.0004130882 1 0.01054104 0.8624433 -0.09797399 0.009034656 0.004759472 
6 1 4.979483e-05 0.8456484 -0.1028588 0.0001999624 0.007346381 1 0.0006493792 0.8441081 -0.0936778 0.0001464375 0.0002810698 1 1.091394e-05 0.8398969 -0.0960819 0.0005496524 0.0004121984 1 0.007376002 0.8014901 -0.1229586 0.008750515 0.0043416 
7 1 0.001391754 0.8354195 -0.1583924 0.0001999624 0.008017145 1 0.004381945 0.8304942 -0.1092241 0.0001469125 0.0002804587 1 0.004471076 0.8168734 -0.1169569 0.0005626599 0.0004135587 1 0.0006129994 0.7830695 -0.1404099 0.008895443 0.004346719 
8 1 0.001385843 0.8391895 -0.2505367 0.0001999617 0.009527781 1 0.004274625 0.827059 -0.1076232 0.0001470599 0.0002799847 1 0.004485628 0.793439 -0.1265663 0.0005785576 0.0004147755 1 0.001275112 0.789219 -0.1294824 0.009074028 0.004464224 
9 1 0.0003274181 0.8203116 -0.1591453 0.0001999627 0.007971306 1 0.0001346052 0.813083 -0.09135421 0.0001479307 0.0002796934 1 0.0001055014 0.792567 -0.1028142 0.0005825808 0.0004139856 1 0.005891707 0.7262544 -0.1478111 0.008757379 0.004029312 
10 1 0.0002696652 0.8575092 -0.2006204 0.0001999618 0.008879413 1 0.0005638867 0.8482549 -0.09767065 0.0001462794 0.0002807644 1 -3.274181e-05 0.823103 -0.1119885 0.0005611756 0.0004136464 1 -0.001185981 0.8026945 -0.1262168 0.00870282 0.0043246 
