1 1 -2.263208e-07 0.8628889 -1.004652 0.0001999598 0.04086776 1 0.0001776786 0.8691286 -1.146603 0.0001498106 0.0002740002 1 0.001439629 0.8877661 -1.134634 0.0005827883 0.0004551014 1 0.003819878 0.9732819 -1.074413 0.009432567 0.005054703 
2 1 0.001172111 0.8446308 -1.412794 0.0001999598 0.0887243 1 0.0001568076 0.8384787 -1.171614 0.0001512464 0.0002723261 1 0.0002812438 0.8193766 -1.183582 0.000636789 0.000460099 1 -3.116891e-05 0.8438669 -1.167182 0.008801778 0.004176673 
3 1 2.614797e-05 0.8338986 -1.041392 0.0001999603 0.04270113 1 0.005135454 0.8387822 -1.162138 0.0001511271 0.0002727306 1 -0.0004311005 0.8538948 -1.152573 0.0006063214 0.0004572187 1 -0.004026278 0.9033198 -1.118606 0.008787261 0.004433961 
4 1 -5.016124e-05 0.8260409 -1.20574 0.0001999612 0.05834655 1 0.002566594 0.8267512 -1.180304 0.000151738 0.0002719975 1 0.0001127773 0.8289843 -1.178903 0.0006271205 0.0004592863 1 9.707281e-06 0.9088579 -1.124304 0.009015344 0.004565586 
5 1 0.0009106316 0.8489201 -1.287282 0.0001999588 0.06990496 1 0.0002672981 0.8469074 -1.156866 0.000150756 0.0002729866 1 -4.70119e-06 0.8407402 -1.160763 0.0006175278 0.0004584255 1 0.0005402399 0.9370911 -1.0942 0.008890029 0.004630511 
6 1 0.0002462457 0.8275833 -0.9543989 0.0001999606 0.03596946 1 0.000167347 0.8349883 -1.161051 0.0001515136 0.0002723533 1 0.0001855369 0.8581389 -1.146432 0.0006062021 0.000456938 1 -0.0006165898 0.878087 -1.132831 0.00895669 0.004384751 
7 1 4.160938e-07 0.8278368 -1.3132 0.0001999606 0.07163806 1 0.0004511094 0.8239839 -1.194418 0.0001520336 0.0002715284 1 8.17161e-05 0.8117623 -1.202033 0.0006446862 0.0004609604 1 0.006881317 0.7849444 -1.219653 0.009310655 0.004139546 
8 1 0.0003494733 0.8469101 -1.728285 0.0001999588 0.1642154 1 0.003979949 0.8342551 -1.181928 0.0001513538 0.0002721093 1 0.0002546585 0.794832 -1.20648 0.000656602 0.0004621142 1 -4.567512e-06 0.8126111 -1.194735 0.009117558 0.004194985 
9 1 0.0003387868 0.844668 -1.548347 0.0001999593 0.1143092 1 0.003411461 0.8321431 -1.168773 0.000151531 0.0002719962 1 0.00108048 0.7929385 -1.193127 0.0006596356 0.0004621091 1 0.001495209 0.6479348 -1.284487 0.00952084 0.003649118 
10 1 6.68262e-07 0.832174 -1.400114 0.0001999587 0.0847207 1 0.000167347 0.8237462 -1.169017 0.000151943 0.0002716497 1 0.0001749084 0.7970703 -1.185562 0.0006558702 0.0004614984 1 9.985051e-05 0.685009 -1.256982 0.009537109 0.003809368 
11 1 0.0009592895 0.8167106 -1.020325 0.0001999605 0.04040368 1 0.0007439667 0.8216807 -1.179109 0.0001521875 0.0002715776 1 -3.733807e-05 0.8375034 -1.169202 0.0006234127 0.0004585977 1 0.001413561 0.8251876 -1.177434 0.008940713 0.004146542 
12 1 -3.869352e-06 0.8607935 -1.116492 0.0001999595 0.05038669 1 0.0001000444 0.8610156 -1.122042 0.0001501005 0.0002737404 1 0.01016269 0.86169 -1.121613 0.0006012531 0.0004563426 1 0.009675534 0.8641871 -1.119909 0.009267122 0.004485898 
