1 1 0.001142325 0.8795837 -0.07190967 0.8538836 0.0005240278 0.0004100295 0.0001999801 
2 1 0.006311893 0.8108157 -0.09887429 0.8135307 0.0005692973 0.000412928 0.00019998 
3 1 0.0005657057 0.8374039 -0.08787386 0.8180796 0.0005471461 0.0004115274 0.0001999801 
4 1 -0.0008367351 0.821282 -0.08521921 0.8461282 0.0005598508 0.0004118576 0.0001999801 
5 1 0.003603418 0.8438696 -0.1111944 0.8413414 0.0005461445 0.0004130862 0.0001999801 
6 1 0.0005384209 0.8398973 -0.09608167 0.8456485 0.0005496521 0.0004121983 0.0001999801 
7 1 0.0009367795 0.8168715 -0.116958 0.8354188 0.0005626624 0.0004135593 0.0001999802 
8 1 -0.0001273293 0.7934368 -0.1265672 0.8391894 0.0005785602 0.0004147758 0.0001999801 
9 1 -1.818989e-05 0.7925667 -0.1028145 0.8203117 0.0005825814 0.0004139858 0.0001999801 
10 1 0.002688466 0.8231045 -0.1119879 0.8575088 0.0005611739 0.0004136461 0.0001999802 
11 1 0.008663847 0.8233142 -0.1202721 0.8143035 0.0005628132 0.0004142907 0.0001999798 
12 1 0.001884473 0.8514833 -0.04319642 0.8598324 0.0005349409 0.0004089286 0.00019998 
13 1 0.002013621 0.806114 -0.121016 0.8125572 0.0005735574 0.0004144944 0.00019998 
14 1 0.0005711627 0.8711585 -0.0765241 0.833895 0.0005295954 0.0004101861 0.0001999801 
15 1 0.0005020411 0.8650424 -0.07541583 0.8225675 0.0005314309 0.0004106219 0.0001999801 
16 1 -0.0002419256 0.8109279 -0.1286702 0.8163723 0.0005683176 0.0004145608 0.0001999801 
17 1 0.0004038156 0.8339459 -0.1017991 0.8432959 0.0005564327 0.000412903 0.0001999801 
18 1 0.002495653 0.8339743 -0.09135576 0.8175484 0.0005542374 0.0004120773 0.0001999801 
19 1 7.275958e-06 0.8491208 -0.101987 0.798992 0.0005431023 0.0004123833 0.0001999801 
20 1 0.002972229 0.8272458 -0.1087856 0.8161576 0.0005578802 0.0004131392 0.0001999801 
21 1 0.000853106 0.8349797 -0.06886788 0.8534185 0.000548086 0.0004102263 0.0001999801 
22 1 0.0004602043 0.8176324 -0.09291327 0.8378004 0.0005609798 0.0004123598 0.0001999801 
23 1 0.0003929017 0.8629678 -0.06997058 0.8251529 0.0005302598 0.0004095256 0.0001999801 
24 1 -0.0001473381 0.8127077 -0.1315691 0.8554527 0.0005704772 0.0004150033 0.0001999801 
25 1 0.001444278 0.8324782 -0.1048933 0.8337468 0.000552866 0.0004125088 0.0001999801 
26 1 0.000854925 0.8334005 -0.1032881 0.8380242 0.0005537538 0.0004126348 0.0001999801 
27 1 0.001633452 0.8338285 -0.1128311 0.8377846 0.0005544289 0.0004131128 0.0001999801 
28 1 0.002346496 0.8385266 -0.1034324 0.8311208 0.0005516752 0.0004129105 0.0001999802 
