1 1 0.0003206305 0.8877687 -1.134633 0.8628891 0.0005827853 0.0004551007 0.0001999801 
2 1 0.0006070567 0.8193778 -1.183581 0.8446308 0.0006367871 0.0004600986 0.0001999801 
3 1 0.009986894 0.8539011 -1.152567 0.833898 0.000606314 0.0004572169 0.0001999802 
4 1 0.001107765 0.8289852 -1.178902 0.826041 0.0006271206 0.0004592866 0.0001999801 
5 1 0.0009040377 0.8407406 -1.160763 0.8489207 0.0006175271 0.0004584253 0.0001999801 
6 1 0.001789746 0.8581402 -1.146431 0.8275831 0.0006061998 0.0004569371 0.0001999801 
7 1 0.007652488 0.8117665 -1.202031 0.8278356 0.0006446794 0.0004609588 0.0001999802 
8 1 -0.0001055378 0.7948315 -1.20648 0.8469101 0.0006566033 0.0004621149 0.0001999801 
9 1 0.000771426 0.7929382 -1.193126 0.844668 0.0006596372 0.0004621099 0.0001999801 
10 1 0.0006621121 0.797071 -1.185562 0.8321735 0.0006558694 0.0004614983 0.0001999801 
11 1 1.63709e-05 0.8375062 -1.1692 0.8167105 0.0006234092 0.0004585973 0.0001999801 
12 1 0.006668415 0.8616881 -1.121614 0.8607936 0.0006012559 0.0004563435 0.0001999801 
13 1 0.001076724 0.7866367 -1.179183 0.8383807 0.0006664879 0.0004619042 0.0001999801 
14 1 0.000163709 0.8652072 -1.130648 0.8426802 0.0006000385 0.0004561516 0.0001999801 
15 1 5.456968e-05 0.8706098 -1.136089 0.8278519 0.0005950175 0.0004560838 0.0001999801 
16 1 0.0002912524 0.8040831 -1.192872 0.8462657 0.0006488485 0.0004612135 0.0001999801 
17 1 0.005606087 0.8390966 -1.167432 0.8234486 0.000620653 0.0004586924 0.0001999802 
18 1 0.009229552 0.8452609 -1.130417 0.8246296 0.0006153916 0.0004572631 0.0001999798 
19 1 0.0004075992 0.8314869 -1.151374 0.8440612 0.0006268799 0.0004586958 0.0001999801 
20 1 0.0005820766 0.8386333 -1.172633 0.8359774 0.0006214163 0.0004587444 0.0001999801 
21 1 6.184564e-05 0.860783 -1.146156 0.8236189 0.0006023783 0.0004565418 0.0001999801 
22 1 0.001358055 0.81959 -1.165285 0.8283061 0.0006362926 0.0004597358 0.0001999801 
23 1 0.004241883 0.8567799 -1.1461 0.8441046 0.00060619 0.0004568486 0.0001999799 
24 1 0.01230138 0.8013357 -1.193744 0.8413163 0.0006525253 0.0004613837 0.0001999802 
25 1 0.0008532594 0.8297048 -1.155443 0.834065 0.0006286997 0.0004587808 0.0001999801 
26 1 0.0007185008 0.8280821 -1.179665 0.8377507 0.0006334064 0.000459709 0.0001999801 
27 1 6.02812e-05 0.824194 -1.176828 0.8357165 0.0006337496 0.0004597607 0.0001999801 
28 1 0.008140978 0.8488441 -1.159634 0.840501 0.0006124945 0.0004579047 0.0001999801 
29 1 0.004507109 0.8267236 -1.146174 0.8363776 0.0006284702 0.0004583593 0.0001999802 
30 1 0.01031367 0.8021888 -1.163648 0.8418011 0.0006488141 0.0004603977 0.0001999798 
31 1 0.001580702 0.8562565 -1.140263 0.8223605 0.0006061843 0.0004572483 0.0001999801 
32 1 0.0009422365 0.8655667 -1.146616 0.8284526 0.000600735 0.0004566787 0.0001999805 
33 1 0.0002310117 0.8535359 -1.168502 0.8499202 0.0006088925 0.0004581268 0.0001999801 
34 1 0.000977958 0.8269179 -1.156912 0.8346165 0.0006286551 0.0004588042 0.0001999801 
35 1 0.008444603 0.8588722 -1.14745 0.8307517 0.0006061231 0.0004569062 0.0001999803 
36 1 0.001224635 0.8366374 -1.133308 0.85554 0.0006200489 0.0004577274 0.0001999801 
37 1 0.0006200812 0.8392907 -1.144053 0.8282793 0.0006218689 0.0004577629 0.0001999801 
38 1 0.009062205 0.836237 -1.153137 0.8388927 0.0006222172 0.0004583758 0.0001999801 
39 1 0.0006602932 0.7991357 -1.189008 0.8301553 0.000656268 0.0004615372 0.0001999801 
40 1 0.0002055458 0.8538903 -1.138036 0.8241365 0.0006056525 0.0004563299 0.0001999801 
41 1 0.008803909 0.8558503 -1.121441 0.8329782 0.0006052548 0.0004564201 0.0001999799 
42 1 0.002783903 0.8458821 -1.159123 0.8323264 0.0006162348 0.0004584211 0.0001999801 
43 1 -2.196226e-05 0.8633549 -1.159528 0.8403551 0.0006040103 0.000456909 0.0001999802 
44 1 0.0003165042 0.8078736 -1.171853 0.8338323 0.0006439093 0.0004602791 0.0001999801 
45 1 0.001044089 0.8217841 -1.181197 0.8214853 0.0006354594 0.0004601048 0.0001999801 
46 1 0.004029062 0.822964 -1.170484 0.8355776 0.0006342533 0.0004594418 0.0001999801 
47 1 -2.809037e-05 0.8441087 -1.165589 0.8162284 0.0006146959 0.0004580976 0.0001999804 
